model	task	template	fewshot	seed	postproc	timestamp	filename	COMET
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-1.3333
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-1.5573
bloom-1b1	wmt14_fr_en	gpt-3-en-fr-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-1.5824
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-0.6717
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-1.2503
bloom-1b1	wmt14_fr_en	gpt-3-fr-en-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-1.2585
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	-1.2273
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	-1.2311
bloom-1b1	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-28T19_52_13	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.tsv	-1.4712
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut-custom-truncate.tsv	-0.5741
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.newline-cut.tsv	-0.5871
bloom-1b1	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-29T11_23_11	examples.model=bloom-1b1.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_11.tsv	-0.9373
bloom-1b1	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-1.0487
bloom-1b1	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-1.0474
bloom-1b1	wmt14_fr_en	version-en-fr-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-1.2389
bloom-1b1	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-0.1910
bloom-1b1	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-0.1944
bloom-1b1	wmt14_fr_en	version-fr-en-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-0.5058
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-25T20_33_06	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_33_06.newline-cut-custom-truncate.tsv	-0.4671
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-25T20_33_06	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_33_06.newline-cut.tsv	-1.2266
bloom-1b1	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-25T20_33_06	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_33_06.tsv	-1.3009
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-1.4658
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-1.6894
bloom-1b1	wmt14_fr_en	xglm-en-fr-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-1.7552
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	0.1788
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	-0.5498
bloom-1b1	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-26T23_04_14	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.tsv	-0.7819
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut-custom-truncate.tsv	-0.8031
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut	2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.newline-cut.tsv	-1.0428
bloom-1b1	wmt14_fr_en	xglm-fr-en-target	0	1234		2022-08-25T22_20_52	examples.model=bloom-1b1.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-25T22_20_52.tsv	-1.1941
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut-custom-truncate.tsv	-1.0333
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut.tsv	-1.0341
bloom-1b7	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-29T11_23_12	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.tsv	-1.4305
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	-0.6250
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	-0.6266
bloom-1b7	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-28T19_52_13	examples.model=bloom-1b7.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.tsv	-1.0282
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-25T20_37_05	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_37_05.newline-cut-custom-truncate.tsv	-0.4477
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-25T20_37_05	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_37_05.newline-cut.tsv	-1.1953
bloom-1b7	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-25T20_37_05	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_37_05.tsv	-1.3416
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	0.3400
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	-0.3284
bloom-1b7	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-26T23_04_14	examples.model=bloom-1b7.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.tsv	-0.6693
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.7978
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.8282
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-1.3793
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.9201
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.9336
bloom-3b	wmt14_fr_en	a_good_translation-en-fr-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-1.4084
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.1324
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.1524
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-source+target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-0.5394
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	0.2491
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	0.2495
bloom-3b	wmt14_fr_en	a_good_translation-fr-en-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=a_good_translation-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-0.6010
bloom-3b	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.newline-cut-custom-truncate.tsv	-1.2710
bloom-3b	wmt14_fr_en	gpt-3-en-fr-target	0	1234	newline-cut	2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.newline-cut.tsv	-1.5289
bloom-3b	wmt14_fr_en	gpt-3-en-fr-target	0	1234		2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.tsv	-1.5456
bloom-3b	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.4333
bloom-3b	wmt14_fr_en	gpt-3-fr-en-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.9956
bloom-3b	wmt14_fr_en	gpt-3-fr-en-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=gpt-3-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-1.0063
bloom-3b	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut-custom-truncate	2022-12-29T11_23_12	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut-custom-truncate.tsv	-0.7547
bloom-3b	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-29T11_23_12	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.newline-cut.tsv	-0.7547
bloom-3b	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-29T11_23_12	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_23_12.tsv	-1.3449
bloom-3b	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-28T19_52_13	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut-custom-truncate.tsv	-0.2732
bloom-3b	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-28T19_52_13	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.newline-cut.tsv	-0.2732
bloom-3b	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-28T19_52_13	examples.model=bloom-3b.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-28T19_52_13.tsv	-0.8397
bloom-3b	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.7253
bloom-3b	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.7206
bloom-3b	wmt14_fr_en	version-en-fr-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-0.8691
bloom-3b	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.newline-cut-custom-truncate.tsv	0.3199
bloom-3b	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut	2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.newline-cut.tsv	0.3217
bloom-3b	wmt14_fr_en	version-fr-en-target	0	1234		2022-08-17T22_25_37	examples.model=bloom-3b.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_37.tsv	-0.0149
bloom-3b	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-25T20_40_26	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_40_26.newline-cut-custom-truncate.tsv	0.0624
bloom-3b	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-25T20_40_26	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_40_26.newline-cut.tsv	-1.1843
bloom-3b	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-25T20_40_26	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-25T20_40_26.tsv	-1.2379
bloom-3b	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-1.6184
bloom-3b	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-1.6978
bloom-3b	wmt14_fr_en	xglm-en-fr-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-1.7461
bloom-3b	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-26T23_04_14	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut-custom-truncate.tsv	0.4607
bloom-3b	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-26T23_04_14	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.newline-cut.tsv	-0.2227
bloom-3b	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-26T23_04_14	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-26T23_04_14.tsv	-0.3736
bloom-3b	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut-custom-truncate.tsv	-0.6330
bloom-3b	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut	2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.newline-cut.tsv	-0.7878
bloom-3b	wmt14_fr_en	xglm-fr-en-target	0	1234		2022-08-17T22_25_29	examples.model=bloom-3b.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-17T22_25_29.tsv	-1.0947
bloom-560m	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut-custom-truncate.tsv	-1.4493
bloom-560m	wmt14_fr_en	a_good_translation-en-fr-source+target	0	1234	newline-cut	2022-09-07T09_32_10	examples.model=bloom-560m.task=wmt14_fr_en.templates=a_good_translation-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-09-07T09_32_10.newline-cut.tsv	-1.5502
