model	task	template	fewshot	seed	postproc	timestamp	filename	comet
bloom-1b1	wmt14_hi_en	a_good_translation-hi-en-target	0	1234	newline-cut	2022-09-15T03_37_05	examples.model=bloom-1b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_37_05.newline-cut.tsv	-1.1566
bloom-1b1	wmt14_hi_en	a_good_translation-hi-en-target	0	1234		2022-09-15T03_37_05	examples.model=bloom-1b1.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_37_05.tsv	-1.1810
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_44_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_44_26.newline-cut-custom-truncate.tsv	-2.0150
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut	2022-09-15T03_44_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_44_26.newline-cut.tsv	-2.0149
bloom-1b1	wmt14_hi_en	gpt-3-en-hi-target	0	1234		2022-09-15T03_44_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_44_26.tsv	-2.0364
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_48_25	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_48_25.newline-cut-custom-truncate.tsv	-1.4279
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut	2022-09-15T03_48_25	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_48_25.newline-cut.tsv	-1.4279
bloom-1b1	wmt14_hi_en	gpt-3-hi-en-target	0	1234		2022-09-15T03_48_25	examples.model=bloom-1b1.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_48_25.tsv	-1.4390
bloom-1b1	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_14_58	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_14_58.newline-cut-custom-truncate.tsv	-2.0176
bloom-1b1	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut	2022-09-15T03_14_58	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_14_58.newline-cut.tsv	-2.0183
bloom-1b1	wmt14_hi_en	version-en-hi-target	0	1234		2022-09-15T03_14_58	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_14_58.tsv	-2.0681
bloom-1b1	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_32_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_32_26.newline-cut-custom-truncate.tsv	-0.3351
bloom-1b1	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut	2022-09-15T03_32_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_32_26.newline-cut.tsv	-0.3280
bloom-1b1	wmt14_hi_en	version-hi-en-target	0	1234		2022-09-15T03_32_26	examples.model=bloom-1b1.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_32_26.tsv	-0.5282
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	0	1234	newline-cut-custom-truncate	2022-12-31T19_45_46	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut-custom-truncate.tsv	-1.8807
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	0	1234	newline-cut	2022-12-31T19_45_46	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut.tsv	-2.0161
bloom-1b1	wmt14_hi_en	xglm-en-hi-source+target	0	1234		2022-12-31T19_45_46	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.tsv	-2.0245
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_31_11	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_31_11.newline-cut-custom-truncate.tsv	-2.0510
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	0	1234	newline-cut	2022-09-15T03_31_11	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_31_11.newline-cut.tsv	-2.1015
bloom-1b1	wmt14_hi_en	xglm-en-hi-target	0	1234		2022-09-15T03_31_11	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_31_11.tsv	-2.1310
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-31T12_05_59	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut-custom-truncate.tsv	-0.9484
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	0	1234	newline-cut	2022-12-31T12_05_59	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T12_05_59.newline-cut.tsv	-1.2167
bloom-1b1	wmt14_hi_en	xglm-hi-en-source+target	0	1234		2022-12-31T12_05_59	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T12_05_59.tsv	-1.2695
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-15T03_42_29	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_42_29.newline-cut-custom-truncate.tsv	-1.7751
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	0	1234	newline-cut	2022-09-15T03_42_29	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_42_29.newline-cut.tsv	-1.8012
bloom-1b1	wmt14_hi_en	xglm-hi-en-target	0	1234		2022-09-15T03_42_29	examples.model=bloom-1b1.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-15T03_42_29.tsv	-1.9058
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234	newline-cut-custom-truncate	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut-custom-truncate.tsv	-2.0474
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234	newline-cut	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut.tsv	-2.0518
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234		2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.tsv	-2.1114
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut-custom-truncate.tsv	-2.1019
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	0	1234	newline-cut	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut.tsv	-2.1066
bloom-1b7	wmt14_hi_en	a_good_translation-en-hi-target	0	1234		2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.tsv	-2.1440
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234	newline-cut-custom-truncate	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut-custom-truncate.tsv	-0.7232
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234	newline-cut	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut.tsv	-0.7278
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234		2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.tsv	-0.8238
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut-custom-truncate.tsv	-0.5812
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	0	1234	newline-cut	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut.tsv	-0.5800
bloom-1b7	wmt14_hi_en	a_good_translation-hi-en-target	0	1234		2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.tsv	-0.6488
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut-custom-truncate.tsv	-1.9637
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut.tsv	-1.9639
bloom-1b7	wmt14_hi_en	gpt-3-en-hi-target	0	1234		2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.tsv	-1.9930
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_45_11	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_45_11.newline-cut-custom-truncate.tsv	-1.4544
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut	2022-09-14T18_45_11	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_45_11.newline-cut.tsv	-1.4540
bloom-1b7	wmt14_hi_en	gpt-3-hi-en-target	0	1234		2022-09-14T18_45_11	examples.model=bloom-1b7.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_45_11.tsv	-1.4501
bloom-1b7	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut-custom-truncate.tsv	-1.8587
bloom-1b7	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut	2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.newline-cut.tsv	-1.8577
bloom-1b7	wmt14_hi_en	version-en-hi-target	0	1234		2022-09-14T18_35_40	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_35_40.tsv	-2.0347
bloom-1b7	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut-custom-truncate.tsv	-0.1729
bloom-1b7	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut.tsv	-0.1703
bloom-1b7	wmt14_hi_en	version-hi-en-target	0	1234		2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.tsv	-0.2769
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	0	1234	newline-cut-custom-truncate	2022-12-31T19_45_46	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut-custom-truncate.tsv	-1.5789
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	0	1234	newline-cut	2022-12-31T19_45_46	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut.tsv	-1.7206
bloom-1b7	wmt14_hi_en	xglm-en-hi-source+target	0	1234		2022-12-31T19_45_46	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.tsv	-1.7545
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut-custom-truncate.tsv	-1.7025
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	0	1234	newline-cut	2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.newline-cut.tsv	-1.7802
bloom-1b7	wmt14_hi_en	xglm-en-hi-target	0	1234		2022-09-14T18_38_47	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_38_47.tsv	-1.8273
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	0	1234	newline-cut-custom-truncate	2023-01-02T20_07_24	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut-custom-truncate.tsv	-0.6794
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	0	1234	newline-cut	2023-01-02T20_07_24	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-02T20_07_24.newline-cut.tsv	-1.0512
bloom-1b7	wmt14_hi_en	xglm-hi-en-source+target	0	1234		2023-01-02T20_07_24	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-02T20_07_24.tsv	-1.1570
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut-custom-truncate.tsv	-1.8583
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	0	1234	newline-cut	2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.newline-cut.tsv	-1.8859
bloom-1b7	wmt14_hi_en	xglm-hi-en-target	0	1234		2022-09-14T18_42_01	examples.model=bloom-1b7.task=wmt14_hi_en.templates=xglm-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T18_42_01.tsv	-1.9310
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234	newline-cut-custom-truncate	2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.newline-cut-custom-truncate.tsv	-1.6156
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234	newline-cut	2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.newline-cut.tsv	-1.6203
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-source+target	0	1234		2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.tsv	-1.8888
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.newline-cut-custom-truncate.tsv	-1.9038
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	0	1234	newline-cut	2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.newline-cut.tsv	-1.9088
bloom-3b	wmt14_hi_en	a_good_translation-en-hi-target	0	1234		2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.tsv	-2.0646
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234	newline-cut-custom-truncate	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut-custom-truncate.tsv	-0.4390
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234	newline-cut	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut.tsv	-0.4388
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-source+target	0	1234		2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-source+target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.tsv	-0.5710
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut-custom-truncate.tsv	-0.1520
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	0	1234	newline-cut	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut.tsv	-0.1516
bloom-3b	wmt14_hi_en	a_good_translation-hi-en-target	0	1234		2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=a_good_translation-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.tsv	-0.4956
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut-custom-truncate.tsv	-2.0369
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	0	1234	newline-cut	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut.tsv	-2.0371
bloom-3b	wmt14_hi_en	gpt-3-en-hi-target	0	1234		2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.tsv	-2.0468
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut-custom-truncate.tsv	-1.4216
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	0	1234	newline-cut	2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.newline-cut.tsv	-1.4215
bloom-3b	wmt14_hi_en	gpt-3-hi-en-target	0	1234		2022-09-14T14_35_07	examples.model=bloom-3b.task=wmt14_hi_en.templates=gpt-3-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_35_07.tsv	-1.4318
bloom-3b	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.newline-cut-custom-truncate.tsv	-1.7854
bloom-3b	wmt14_hi_en	version-en-hi-target	0	1234	newline-cut	2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.newline-cut.tsv	-1.7857
bloom-3b	wmt14_hi_en	version-en-hi-target	0	1234		2022-09-14T14_33_55	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-en-hi-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_33_55.tsv	-1.8589
bloom-3b	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut-custom-truncate	2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.newline-cut-custom-truncate.tsv	-0.0661
bloom-3b	wmt14_hi_en	version-hi-en-target	0	1234	newline-cut	2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.newline-cut.tsv	-0.0642
bloom-3b	wmt14_hi_en	version-hi-en-target	0	1234		2022-09-14T14_34_45	examples.model=bloom-3b.task=wmt14_hi_en.templates=version-hi-en-target.fewshot=0.seed=1234.timestamp=2022-09-14T14_34_45.tsv	-0.4534
bloom-3b	wmt14_hi_en	xglm-en-hi-source+target	0	1234	newline-cut-custom-truncate	2022-12-31T19_45_46	examples.model=bloom-3b.task=wmt14_hi_en.templates=xglm-en-hi-source+target.fewshot=0.seed=1234.timestamp=2022-12-31T19_45_46.newline-cut-custom-truncate.tsv	-1.6780
