model	task	template	fewshot	seed	postproc	timestamp	filename	COMET
bloom	flores_101_mt	xglm-Arabic-French-source+target	1	1234	newline-cut	2023-01-07T00_30_26	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_30_26.newline-cut.tsv	0.3778	
bloom	flores_101_mt	xglm-Arabic-French-source+target	1	1234		2023-01-07T00_30_26	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_30_26.tsv	0.3701	
bloom	flores_101_mt	xglm-Arabic-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T00_37_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_37_18.newline-cut-custom-truncate.tsv	0.3045	
bloom	flores_101_mt	xglm-Arabic-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-07T00_37_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_37_18.newline-cut.tsv	0.3066	
bloom	flores_101_mt	xglm-Arabic-Latin American Spanish-source+target	1	1234		2023-01-07T00_37_18	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_37_18.tsv	0.3050	
bloom	flores_101_mt	xglm-Arabic-simplified Chinese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T00_35_25	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_35_25.newline-cut-custom-truncate.tsv	0.2499	
bloom	flores_101_mt	xglm-Arabic-simplified Chinese-source+target	1	1234	newline-cut	2023-01-07T00_35_25	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_35_25.newline-cut.tsv	0.2467	
bloom	flores_101_mt	xglm-Arabic-simplified Chinese-source+target	1	1234		2023-01-07T00_35_25	examples.model=bloom.task=flores_101_mt.templates=xglm-Arabic-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_35_25.tsv	0.2467	
bloom	flores_101_mt	xglm-Bengali-English-source+target	1	1234	newline-cut-custom-truncate	2023-01-05T11_27_43	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-05T11_27_43.newline-cut-custom-truncate.tsv	0.4440	
bloom	flores_101_mt	xglm-Bengali-English-source+target	1	1234	newline-cut	2023-01-05T11_27_43	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-05T11_27_43.newline-cut.tsv	0.4440	
bloom	flores_101_mt	xglm-Bengali-English-source+target	1	1234		2023-01-05T11_27_43	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-English-source+target.fewshot=1.seed=1234.timestamp=2023-01-05T11_27_43.tsv	0.4440	
bloom	flores_101_mt	xglm-Bengali-Hindi-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T11_20_45	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_45.newline-cut-custom-truncate.tsv	0.0746	
bloom	flores_101_mt	xglm-Bengali-Hindi-source+target	1	1234	newline-cut	2023-01-07T11_20_45	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_45.newline-cut.tsv	0.0710	
bloom	flores_101_mt	xglm-Bengali-Hindi-source+target	1	1234		2023-01-07T11_20_45	examples.model=bloom.task=flores_101_mt.templates=xglm-Bengali-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T11_20_45.tsv	0.0710	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Catalan-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.newline-cut-custom-truncate.tsv	0.5996	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Catalan-source+target	1	1234	newline-cut	2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.newline-cut.tsv	0.5996	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Catalan-source+target	1	1234		2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Catalan-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.tsv	0.5996	
bloom	flores_101_mt	xglm-Brazilian Portuguese-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.newline-cut-custom-truncate.tsv	0.5499	
bloom	flores_101_mt	xglm-Brazilian Portuguese-French-source+target	1	1234	newline-cut	2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.newline-cut.tsv	0.5499	
bloom	flores_101_mt	xglm-Brazilian Portuguese-French-source+target	1	1234		2023-01-08T00_25_02	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T00_25_02.tsv	0.5389	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Galician-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_47_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_29.newline-cut-custom-truncate.tsv	0.4707	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Galician-source+target	1	1234	newline-cut	2023-01-08T01_47_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_29.newline-cut.tsv	0.4695	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Galician-source+target	1	1234		2023-01-08T01_47_29	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_47_29.tsv	0.4683	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Italian-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T03_28_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_28_40.newline-cut-custom-truncate.tsv	0.2762	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Italian-source+target	1	1234	newline-cut	2023-01-08T03_28_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_28_40.newline-cut.tsv	0.2762	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Italian-source+target	1	1234		2023-01-08T03_28_40	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T03_28_40.tsv	0.2595	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_01_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_57.newline-cut-custom-truncate.tsv	0.4743	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-07T16_01_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_57.newline-cut.tsv	0.4743	
bloom	flores_101_mt	xglm-Brazilian Portuguese-Latin American Spanish-source+target	1	1234		2023-01-07T16_01_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Brazilian Portuguese-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_01_57.tsv	0.4720	
bloom	flores_101_mt	xglm-Catalan-Brazilian Portuguese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.newline-cut-custom-truncate.tsv	0.6112	
bloom	flores_101_mt	xglm-Catalan-Brazilian Portuguese-source+target	1	1234	newline-cut	2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.newline-cut.tsv	0.6133	
bloom	flores_101_mt	xglm-Catalan-Brazilian Portuguese-source+target	1	1234		2023-01-07T16_00_34	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Brazilian Portuguese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T16_00_34.tsv	0.5853	
bloom	flores_101_mt	xglm-Catalan-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.newline-cut-custom-truncate.tsv	0.5069	
bloom	flores_101_mt	xglm-Catalan-French-source+target	1	1234	newline-cut	2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.newline-cut.tsv	0.5045	
bloom	flores_101_mt	xglm-Catalan-French-source+target	1	1234		2023-01-07T15_59_33	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_33.tsv	0.4763	
bloom	flores_101_mt	xglm-Catalan-Galician-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut-custom-truncate.tsv	0.4782	
bloom	flores_101_mt	xglm-Catalan-Galician-source+target	1	1234	newline-cut	2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.newline-cut.tsv	0.4797	
bloom	flores_101_mt	xglm-Catalan-Galician-source+target	1	1234		2023-01-08T01_42_28	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Galician-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T01_42_28.tsv	0.4138	
bloom	flores_101_mt	xglm-Catalan-Italian-source+target	1	1234	newline-cut-custom-truncate	2023-01-08T04_57_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_57_50.newline-cut-custom-truncate.tsv	0.3004	
bloom	flores_101_mt	xglm-Catalan-Italian-source+target	1	1234	newline-cut	2023-01-08T04_57_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_57_50.newline-cut.tsv	0.2951	
bloom	flores_101_mt	xglm-Catalan-Italian-source+target	1	1234		2023-01-08T04_57_50	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Italian-source+target.fewshot=1.seed=1234.timestamp=2023-01-08T04_57_50.tsv	0.2697	
bloom	flores_101_mt	xglm-Catalan-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.newline-cut-custom-truncate.tsv	0.5068	
bloom	flores_101_mt	xglm-Catalan-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.newline-cut.tsv	0.5089	
bloom	flores_101_mt	xglm-Catalan-Latin American Spanish-source+target	1	1234		2023-01-07T15_59_57	examples.model=bloom.task=flores_101_mt.templates=xglm-Catalan-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T15_59_57.tsv	0.5067	
bloom	flores_101_mt	xglm-English-Arabic-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.newline-cut-custom-truncate.tsv	0.4560	
bloom	flores_101_mt	xglm-English-Arabic-source+target	1	1234	newline-cut	2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.newline-cut.tsv	0.4582	
bloom	flores_101_mt	xglm-English-Arabic-source+target	1	1234		2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.tsv	0.4561	
bloom	flores_101_mt	xglm-English-Bengali-source+target	1	1234	newline-cut-custom-truncate	2023-01-09T15_43_38	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_38.newline-cut-custom-truncate.tsv	0.4248	
bloom	flores_101_mt	xglm-English-Bengali-source+target	1	1234	newline-cut	2023-01-09T15_43_38	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_38.newline-cut.tsv	0.4244	
bloom	flores_101_mt	xglm-English-Bengali-source+target	1	1234		2023-01-09T15_43_38	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Bengali-source+target.fewshot=1.seed=1234.timestamp=2023-01-09T15_43_38.tsv	0.4201	
bloom	flores_101_mt	xglm-English-French-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T01_50_40	examples.model=bloom.task=flores_101_mt.templates=xglm-English-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_50_40.newline-cut-custom-truncate.tsv	0.6217	
bloom	flores_101_mt	xglm-English-French-source+target	1	1234	newline-cut	2023-01-06T01_50_40	examples.model=bloom.task=flores_101_mt.templates=xglm-English-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_50_40.newline-cut.tsv	0.6209	
bloom	flores_101_mt	xglm-English-French-source+target	1	1234		2023-01-06T01_50_40	examples.model=bloom.task=flores_101_mt.templates=xglm-English-French-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_50_40.tsv	0.6022	
bloom	flores_101_mt	xglm-English-Hindi-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T01_51_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_51_41.newline-cut-custom-truncate.tsv	0.4614	
bloom	flores_101_mt	xglm-English-Hindi-source+target	1	1234	newline-cut	2023-01-06T01_51_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_51_41.newline-cut.tsv	0.4570	
bloom	flores_101_mt	xglm-English-Hindi-source+target	1	1234		2023-01-06T01_51_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Hindi-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T01_51_41.tsv	0.4535	
bloom	flores_101_mt	xglm-English-Indonesian-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_37_31	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_37_31.newline-cut-custom-truncate.tsv	0.6679	
bloom	flores_101_mt	xglm-English-Indonesian-source+target	1	1234	newline-cut	2023-01-06T14_37_31	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_37_31.newline-cut.tsv	0.6643	
bloom	flores_101_mt	xglm-English-Indonesian-source+target	1	1234		2023-01-06T14_37_31	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Indonesian-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_37_31.tsv	0.6549	
bloom	flores_101_mt	xglm-English-Latin American Spanish-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T03_27_37	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_27_37.newline-cut-custom-truncate.tsv	0.4971	
bloom	flores_101_mt	xglm-English-Latin American Spanish-source+target	1	1234	newline-cut	2023-01-07T03_27_37	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_27_37.newline-cut.tsv	0.4896	
bloom	flores_101_mt	xglm-English-Latin American Spanish-source+target	1	1234		2023-01-07T03_27_37	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Latin American Spanish-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T03_27_37.tsv	0.4873	
bloom	flores_101_mt	xglm-English-simplified Chinese-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T02_47_06	examples.model=bloom.task=flores_101_mt.templates=xglm-English-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T02_47_06.newline-cut-custom-truncate.tsv	0.4709	
bloom	flores_101_mt	xglm-English-simplified Chinese-source+target	1	1234	newline-cut	2023-01-07T02_47_06	examples.model=bloom.task=flores_101_mt.templates=xglm-English-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T02_47_06.newline-cut.tsv	0.4700	
bloom	flores_101_mt	xglm-English-simplified Chinese-source+target	1	1234		2023-01-07T02_47_06	examples.model=bloom.task=flores_101_mt.templates=xglm-English-simplified Chinese-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T02_47_06.tsv	0.4700	
bloom	flores_101_mt	xglm-English-Swahili-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T15_13_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Swahili-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_13_41.newline-cut-custom-truncate.tsv	0.1909	
bloom	flores_101_mt	xglm-English-Swahili-source+target	1	1234	newline-cut	2023-01-06T15_13_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Swahili-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_13_41.newline-cut.tsv	0.1887	
bloom	flores_101_mt	xglm-English-Swahili-source+target	1	1234		2023-01-06T15_13_41	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Swahili-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_13_41.tsv	0.1801	
bloom	flores_101_mt	xglm-English-Vietnamese-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.newline-cut-custom-truncate.tsv	0.5547	
bloom	flores_101_mt	xglm-English-Vietnamese-source+target	1	1234	newline-cut	2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.newline-cut.tsv	0.5478	
bloom	flores_101_mt	xglm-English-Vietnamese-source+target	1	1234		2023-01-06T14_38_19	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Vietnamese-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T14_38_19.tsv	0.5035	
bloom	flores_101_mt	xglm-English-Yoruba-source+target	1	1234	newline-cut-custom-truncate	2023-01-06T15_47_20	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Yoruba-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_47_20.newline-cut-custom-truncate.tsv	-0.7316	
bloom	flores_101_mt	xglm-English-Yoruba-source+target	1	1234	newline-cut	2023-01-06T15_47_20	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Yoruba-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_47_20.newline-cut.tsv	-0.7335	
bloom	flores_101_mt	xglm-English-Yoruba-source+target	1	1234		2023-01-06T15_47_20	examples.model=bloom.task=flores_101_mt.templates=xglm-English-Yoruba-source+target.fewshot=1.seed=1234.timestamp=2023-01-06T15_47_20.tsv	-0.7362	
bloom	flores_101_mt	xglm-French-Arabic-source+target	1	1234	newline-cut-custom-truncate	2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.newline-cut-custom-truncate.tsv	0.3870	
bloom	flores_101_mt	xglm-French-Arabic-source+target	1	1234	newline-cut	2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.newline-cut.tsv	0.3889	
bloom	flores_101_mt	xglm-French-Arabic-source+target	1	1234		2023-01-07T00_31_25	examples.model=bloom.task=flores_101_mt.templates=xglm-French-Arabic-source+target.fewshot=1.seed=1234.timestamp=2023-01-07T00_31_25.tsv	0.3889	
